sentence,label
A: A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair  B: A young oriental girl is standing above people and is playing with a pinwheel,1
A: There is no surfer leaning on a surfboard  B: The man is wearing a wetsuit and is riding a surfboard,1
A: The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses  B: The muscular white man is dancing and the man behind him is wearing green beads,1
A: A few ferrets are climbing out of the cage  B: Several ferrets are climbing out of the cage,2
A: A great dog is climbing a steep hill  B: The light brown dog is running up a street,1
A: A kid is splashing in the ocean  B: Two children are not playing in the surf,1
A: Two people are riding a motorcycle  B: Two people are driving a motorcycle,2
A: A female wearing pink gloves and a brown jacket is smiling in the snow  B: A young Asian woman with pink gloves is standing in the snow,1
"A: A woman is taking off a cloak, which is very large, and revealing an extravagant dress  B: A black, red, white and pink dress is being worn by a woman",1
A: A young child is walking with a bike on a rough dirt path  B: A young boy is riding a dirt bike through the mud,1
A: A woman is playing a flute  B: A woman is playing flute,2
A: The woman is playing with two young boys at a park  B: A woman is playing with two young boys at a park,2
A: A woman is slicing an eggplant  B: A woman is slicing a vegetable,2
A: A man is jumping a wall  B: A man is jumping onto a wall which is low,1
A: The man is riding a mechanical bull  B: The man is riding a bull which is mechanical,2
A: A man is shooting guns  B: A woman is not riding a horse,1
A: The presentation is being watched by a classroom of students  B: The presentation is being attended by a classroom of students,2
A: Two boys are wearing brown shirts and are tugging at a rope on a wooden platform  B: Two twin preteen boys are playing with cards,1
A: A young child is riding a bike on a rough dirt path  B: The young boy is riding a dirt bike through the mud,1
A: A man and a woman are not driving down the street in a jeep  B: A man and a woman are driving down the road in an open-air vehicle,1
A: The tan dog is watching a brown dog that is swimming in a pond  B: There is no pet dog standing on the bank and looking at another brown dog in the pond,1
A: The white dog wearing reindeer ears is near a brown dog  B: The white dog is not wearing reindeer ears and isn't near a brown dog,0
A: A football player in a purple jersey is running with the ball for a touchdown  B: There is no football player in a purple jersey running with the ball for a touchdown,0
A: The man is erasing the other man's work from the board  B: The man is erasing the other man's work from the panel,2
A: A woman is skiing down a hill and over a red obstacle  B: A man is snowboarding down a railing in the snow,1
A: There is no man playing a keyboard  B: A man is playing a guitar,1
A: A man is screwing a piece of wood to a wall  B: There is no man massaging a woman,1
A: A man is talking to a woman  B: A woman is breaking eggs,1
A: A girl is tapping her fingernails  B: A boy is tapping his fingernails,1
A: A cyclist is biking in a snowy forest at night  B: The rider is biking in the snow and wearing a red jacket,1
A: Someone is cleaning an animal  B: Someone is dirtying an animal,0
"A: A little girl is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swimming goggles on the head  B: A young girl is sitting in swimming gear",1
A: The boy is enthusiastically playing in the mud  B: The boy is playing in the mud,2
A: There is no man on a rock high above some trees standing in a strange position  B: A man is on a rock high above some trees and is standing in a strange position,0
A: The woman is walking the dog  B: A woman is restraining the dog,1
A: A person is not doing a trick on a slide  B: A person is doing a trick on a snowboard,1
A: A young girl is dancing  B: A young girl is standing challengingly on one leg,1
"A: The girl, who is little, is carefully combing her hair into a pony tail  B: One man is sitting on the chair",1
A: A man is playing a large flute  B: A flute is being played by a man,2
A: One girl in orange shorts is standing on a rock cliff over the water and the other girl in black shorts is jumping off into the water  B: Two males are standing on a cliff edge and one is jumping into the water,1
A: The man is cutting the tape on the box  B: A man is cutting the tape on the box,2
A: A guitar is being played by a kid  B: A kid is playing guitar,2
A: There is no woman cutting broccoli  B: A woman is cutting broccoli,0
A: The turtle is following the red fish  B: The turtle is following the fish,2
A: A woman is taking eggs out of a bowl  B: A woman is placing skewers onto a rack,1
A: A woman is slicing a fish  B: A woman is chopping garlic,1
A: A man is slicing a carrot with a knife  B: A man is putting away a carrot,1
A: A man is severing the toe of an empty leather boot with a sword  B: A man is cutting a boot with a sword,2
A: The man is not slicing a potato  B: The man is slicing a potato,0
A: There is no man playing a piano  B: A man is playing a guitar,1
"A: The girl, who is little, is combing her hair into a pony tail.  B: One man is sitting steadily on the chair",1
A: The orange rider is not driving a motorcycle on one wheel  B: The orange rider is driving a motorcycle on one wheel,0
A: Two men are competing in a tire rolling race  B: Two women are competing in a tire rolling race,1
A: The black dog is running through the grass  B: The black dog is not running through the grass,0
A: The woman is eating some cut pieces of raw meat  B: Some meat is being cut into pieces by a woman,1
A: A person is cutting some ginger  B: An onion is being sliced by a person,1
A: A man is chopping butter into a small container  B: A man is chopping butter into a container,2
A: A brown dog and a grey dog are fighting in the snow  B: A brown dog and a gray dog are playing in the snow,1
A: A girl is playing a guitar  B: A boy is playing a guitar,1
A: A dog is running on a muddy path  B: A dog is running on a snowy path,1
A: Two dogs are running and trying to catch a soccer ball  B: Two dogs are running and trying to catch a ball,2
